Area,Item,Year,Area_Harvested,Yield
India,"Mangoes, guavas and mangosteens",2000,1669900.0,7046.7
India,"Mangoes, guavas and mangosteens",2001,1724000.0,6758.5
India,"Mangoes, guavas and mangosteens",2002,1778000.0,8126.4
India,"Mangoes, guavas and mangosteens",2003,2061300.0,6444.0
India,"Mangoes, guavas and mangosteens",2004,2136800.0,6392.9
India,"Mangoes, guavas and mangosteens",2005,2241700.0,6399.6
India,"Mangoes, guavas and mangosteens",2006,2320500.0,6666.9
India,"Mangoes, guavas and mangosteens",2007,2377000.0,6658.8
India,"Mangoes, guavas and mangosteens",2008,2488000.0,5920.8
India,"Mangoes, guavas and mangosteens",2009,2516300.0,6873.9
India,"Mangoes, guavas and mangosteens",2010,2516700.0,7056.7
India,"Mangoes, guavas and mangosteens",2011,2502000.0,7054.4
India,"Mangoes, guavas and mangosteens",2012,2598000.0,7200.2
India,"Mangoes, guavas and mangosteens",2013,2736000.0,7748.5
India,"Mangoes, guavas and mangosteens",2014,2784000.0,7937.9
India,"Mangoes, guavas and mangosteens",2015,2409000.0,9348.7
India,"Mangoes, guavas and mangosteens",2016,2463430.0,9210.9
India,"Mangoes, guavas and mangosteens",2017,2472308.0,9437.6
India,"Mangoes, guavas and mangosteens",2018,2527152.0,9879.1
India,"Mangoes, guavas and mangosteens",2019,2572056.0,9965.1
India,"Mangoes, guavas and mangosteens",2020,2586382.0,9541.5
India,"Mangoes, guavas and mangosteens",2021,2624906.0,9512.1
India,"Mangoes, guavas and mangosteens",2022,2704000.0,9726.0
India,"Mangoes, guavas and mangosteens",2023,2698000.0,9724.2
India,"Mangoes, guavas and mangosteens",2024,2757664.0,10068.8
